MaTin;TenDuAn;Phuong;Duong;Gia(ty);DienTich;ThanhPho;Quan;MoTaNgan;SoPhongNgu;NoiThat;SoTang;MatTien;DuongVao;id;KieuNha
39335320;Nhà 2 tầng 80m2 Vincom Q9 + 4,5 tỷ;Tăng Nhơn Phú B;;4.5;80;Hồ Chí Minh;Thủ Đức;Nhà riêng tại phường Tăng Nhơn Phú B;2;Có;2;5 m;525.87 m;4572;Nhà riêng 
41084780;3PN Scenic Valley 2 PMH Chào Bán 6,7 tỷ có ô đậu xe. lh: 0979 884 ***;Tân Phú;Nguyễn Văn Linh;6.7;97;Hồ Chí Minh;Quận 7;Căn hộ chung cư tại Scenic Valley 2;3;Có;2;4.1 m;440.75 m;4573;Căn hộ chung cư 
40743124;Chuyển nhượng Sunrise Riverside, 70m2, đã có sổ hồng, nội thất cao cấp. LH: 0982 363 ***;;Nguyễn Hữu Thọ;3.6;70;Hồ Chí Minh;Nhà Bè;Căn hộ chung cư tại Sunrise Riverside;2;Có;1;38.58 m;462.27 m;4574;Căn hộ chung cư 
40385116;Còn 01 căn duy nhất nằm vị trí đẹp khu nhà dân cư Lộc Vừng;Hiệp Bình Phước;Quốc Lộ 13;8.1;58;Hồ Chí Minh;Thủ Đức;Nhà riêng tại đường Quốc Lộ 13;4;Có;4;15.79 m;414.67 m;4575;Nhà riêng 
39299239;Nhà 3 tầng đường số 8 Trường Thọ ngang 4.8m đường rộng 6m gần Đặng Văn Bi giá ngộp tốt;Trường Thọ;Số 8;10.9;184;Hồ Chí Minh;Thủ Đức;Nhà riêng tại đường Số 8;3;Có;3;4,8 m;6,5 m;4576;Nhà riêng 
40883172;Hiếm - nhà 102m2 - ngang đẹp 7m - mặt tiền đường số - Gần Lê Văn Thịnh, Nguyễn Duy Trinh;Bình Trưng Tây;Lê Văn Thịnh;6.95;102;Hồ Chí Minh;Quận 2;Nhà riêng tại đường Lê Văn Thịnh;4;Có;2;7 m;5 m;4577;Nhà riêng 
40865936;BĐS dòng tiền- bán Căn hộ dịch vụ 5 tầng đường xe tải thu nhập 42tr/tháng đường số 7 Linh Trung;Linh Trung;Số 7;9.85;88;Hồ Chí Minh;Thủ Đức;Nhà riêng tại đường Số 7;8;Không;6;5,5 m;6 m;4578;Nhà riêng 
41083694;Bán đất P. Đông Hưng Thuận Q12, 500m2 (8/13x45)m, xe tải ở trong đất, giá nhỉnh 5 tỷ;Đông Hưng Thuận;Đông Hưng Thuận 11;5.5;500;Hồ Chí Minh;Quận 12;Bán đất tại đường Đông Hưng Thuận 11;8;Không;2;8 m;8 m;4579;Bán đất 
39118681;Bán căn hộ cao cấp Saigon Pearl: 3PN - 152m2 căn góc đầu hồi view trực diện Sông;22;Nguyễn Hữu Cảnh;14.5;152;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Saigon Pearl;3;Không;4;52.42 m;295.66 m;4580;Căn hộ chung cư 
40805925;Lô đất góc 2 mặt tiền chuẩn đẹp đường 10, Linh Trung ngay công viên mát mẻ ngang 5m giá tốt;Linh Trung;10;7.5;90;Hồ Chí Minh;Thủ Đức;Bán đất tại đường 10;7;Không;2;5 m;10 m;4581;Bán đất 
39540642;Đất nền dự án Topia Khang Điền lô góc 2 mặt tiền 123.5 m2 giá 57 tr/m2. LH 0919 009 *** Khoa Quang;Phú Hữu;Bưng Ông Thoàn;7.04;123;Hồ Chí Minh;Quận 9;Đất nền dự án tại Topia Garden;5;Không;1;16 m;16 m;4582;Đất nền dự án 
40879936;Chủ ngộp - Siêu phẩm 3 tầng mặt tiền kinh doanh đường 12 Phước Bình gần Đỗ Xuân Hợp giá cực tốt;Phước Bình;12;9.1;86;Hồ Chí Minh;Quận 9;Nhà riêng tại đường 12;4;Có;3;4 m;10 m;4583;Nhà riêng 
40820670;Bán nhà sổ hồng riêng đường Cầu Xây, P. Tân Phú, TP. Thủ Đức (Quận 9 cũ), TP.HCM;Tân Phú;Cầu Xây;4.6;52;Hồ Chí Minh;Quận 9;Nhà riêng tại đường Cầu Xây;2;Có;3;35.38 m;5 m;4584;Nhà riêng 
41084933;Bán tòa nhà mặt tiền Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận;15;Nguyễn Văn Trỗi;165.0;294;Hồ Chí Minh;Phú Nhuận;Nhà mặt phố tại đường Nguyễn Văn Trỗi;8;Không;8;9,8 m;560.83 m;4585;Nhà mặt phố 
40477379;Chính chủ bán căn hộ Tropic Garden tháp A, 73m2, 4.4T, 73m2, 2PN, 4.4T, 0938 587 *** ms Lan;Thảo Điền;66;4.4;73;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Tropic Garden;2;Có;3;33.51 m;500.78 m;4586;Căn hộ chung cư 
40798116;Lô đất 2 mặt tiền đường Hồ Bá Phấn - Phước Long A - Quận 9;Tăng Nhơn Phú A;Hồ Bá Phấn;16.8;200;Hồ Chí Minh;Quận 9;Bán đất tại đường Hồ Bá Phấn;3;Không;4;5,6 m;12 m;4587;Bán đất 
41084631;Cần bán Scenic Valley 2, 97m2, 3pn - 02wc, giá 6ty750, có oxe hầm, full nội thất. LH 0369 906 ***;Tân Phú;Nguyễn Văn Linh;6.75;97;Hồ Chí Minh;Quận 7;Căn hộ chung cư tại Scenic Valley 2;3;Có;4;18.15 m;326.51 m;4588;Căn hộ chung cư 
41069566;Bán nhà cấp 4 (2 phòng ngủ) - DT: 75m2 đường Trương Văn Thành, Hiệp Phú, Quận 9;Hiệp Phú;Trương Văn Thành;4.0;75;Hồ Chí Minh;Quận 9;Nhà riêng tại đường Trương Văn Thành;2;Không;1;4,2 m;375.31 m;4589;Nhà riêng 
39852499;Khu phân lô Trường Thọ ga Metro 4,3 tỷ;Trường Thọ;4;4.3;52;Hồ Chí Minh;Thủ Đức;Bán đất tại đường 4;5;Không;3;36.7 m;7 m;4590;Bán đất 
41084636;Tìm chủ mới cho căn Xóm Đất, P8, Q11, phù hợp đầu tư, sẵn hđ thuê, Giá rẻ 4,1 tỷ/68m2, SHR;8;Xóm Đất;4.1;68;Hồ Chí Minh;Quận 11;Nhà riêng tại đường Xóm Đất;4;Có;3;13.64 m;405.19 m;4591;Nhà riêng 
40987074;Nhà bán 3 tầng mt đường - liền kề Vincom Q9 - 7,5 tỷ;Hiệp Phú;;7.5;84;Hồ Chí Minh;Thủ Đức;Nhà mặt phố tại phường Hiệp Phú;4;Có;3;29.12 m;596.68 m;4592;Nhà mặt phố 
40891920;Bán nhà hẻm vip 8m Sư Vạn Hạnh 5x18m, GPXD 6 tầng, 20.5 tỷ gần Vạn Hạnh Mall;12;Sư Vạn Hạnh;20.5;80;Hồ Chí Minh;Quận 10;Nhà riêng tại đường Sư Vạn Hạnh;4;Có;1;5 m;8 m;4593;Nhà riêng 
40647187;Chủ kẹt tiền bán gấp căn 2PN Hà Đô Centrosa đã có sổ hồng, giá siêu tốt, view đẹp. LH: 0907 582 ***;12;3;6.8;87;Hồ Chí Minh;Quận 10;Căn hộ chung cư tại HaDo Centrosa Garden;2;Có;3;42.48 m;342.83 m;4594;Căn hộ chung cư 
41084952;(S494) Đất gần, thông Hương Lộ 2, Phước Vĩnh An, DT 145m2, full thổ, đất ở hiện hữu, chỉ 1 tỷ 550;;;1.55;145;Hồ Chí Minh;Củ Chi;Bán đất tại xã Phước Vĩnh An;3;Không;1;42.24 m;582.45 m;4595;Bán đất 
40893246;Bán gấp nhà mặt tiền Lý Thường Kiệt Quận 10 DT 6x23m trệt 3 lầu giá 49.5 tỷ;14;Lý Thường Kiệt;49.5;138;Hồ Chí Minh;Quận 10;Nhà mặt phố tại phố Lý Thường Kiệt;7;Có;4;6 m;295.95 m;4596;Nhà mặt phố 
41084951;Em Nhân BĐS uy tín Quận 7 cập nhật rổ hàng nhà phố, BT khu Phú Mỹ VPH. Giá tốt chỉ từ 19,5 tỷ/ căn;Phú Mỹ;;19.5;126;Hồ Chí Minh;Quận 7;Nhà biệt thự, liền kề tại Khu dân cư Phú Mỹ;8;Có;2;24.83 m;245.7 m;4597;Nhà biệt thự, liền kề 
40477643;Bán căn hộ Tropic Garden, 3PN, 112m2 giá 7,2tỷ, đầy đủ nội thất 0938 587 *** Ms Lan;Thảo Điền;66;7.2;112;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Tropic Garden;3;Có;2;6.59 m;178.86 m;4598;Căn hộ chung cư 
40911628;Bán nhà mặt tiền Đường Trần Hữu Trang, Phường 11, Quận Phú Nhuận, 6x12 - Giá 14.7 Tỷ;11;Trần Hữu Trang;14.7;70;Hồ Chí Minh;Phú Nhuận;Nhà mặt phố tại đường Trần Hữu Trang;3;Không;5;6 m;200.88 m;4599;Nhà mặt phố 
41034392;Nhà ngang lớn mặt tiền Hoà Hưng - CMT8, DT 14x23m, đoạn đẹp nhất, vỉa hè lớn, giá chỉ 280 triệu/m2;12;Hòa Hưng;85.0;302;Hồ Chí Minh;Quận 10;Nhà mặt phố tại đường Hòa Hưng;5;Có;1;14 m;449.15 m;4600;Nhà mặt phố 
41084686;(NB) - Nhà đẹp 4 tầng - hẻm xe hơi huỳnh tấn phát gần 60m2 - chỉ 6.5 tỷ;;Huỳnh Tấn Phát;6.5;60;Hồ Chí Minh;Nhà Bè;Nhà riêng tại đường Huỳnh Tấn Phát;4;Có;4;4 m;7 m;4601;Nhà riêng 
40811555;Bán căn hộ Kingston Phú Nhuận, DT 83m2, 2PN, giá 5tỷ, LH: 0989 236 *** Hoa;8;Nguyễn Văn Trỗi;5.0;83;Hồ Chí Minh;Phú Nhuận;Căn hộ chung cư tại Kingston Residence;2;Không;3;48.79 m;551.63 m;4602;Căn hộ chung cư 
40313076;Cực phẩm 3PN tầng cao nhà cực đẹp - View toàn diện nội khu và Landmark giá chỉ 16 tỷ all in;An Phú;Xa Lộ Hà Nội;16.0;171;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại The Estella;3;Có;4;46.45 m;572.83 m;4603;Căn hộ chung cư 
41084666;Bán gấp nhà 1 trệt 1 lầu hẻm ô tô - đường 160, 50 m2;Tăng Nhơn Phú A;160;5.2;50;Hồ Chí Minh;Quận 9;Nhà riêng tại đường 160;2;Không;2;32.11 m;197.42 m;4604;Nhà riêng 
40839514;Tin xác thực - Bán nhanh căn hộ 2 phòng ngủ - view sông - nội thất đầy đủ - giá tốt nhất thị trường;Thủ Thiêm;Mai Chí Thọ;12.0;98;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Empire City Thủ Thiêm;2;Có;4;34.64 m;351.66 m;4605;Căn hộ chung cư 
41071011;Bán Nhà Mt Gò Dầu, 4x16m 3 lầu, P Tân Quý Quận Tân Phú;Tân Quý;Gò Dầu;15.5;64;Hồ Chí Minh;Tân Phú;Nhà mặt phố tại đường Gò Dầu;8;Không;4;36.22 m;507.39 m;4606;Nhà mặt phố 
41084779;Bán kho, nhà xưởng giá 23,5 tỷ VND tại Thủ Đức, Hồ Chí Minh;Long Thạnh Mỹ;Nguyễn Xiển;23.5;284;Hồ Chí Minh;Thủ Đức;Kho, nhà xưởng tại đường Nguyễn Xiển;5;Có;5;7 m;30 m;4607;Kho, nhà xưởng 
41071037;Bán nhà 1 trệt 1 lầu, MTNB đường LÊ NIỆM P.Phú Thạnh, Tân Phú;Phú Thạnh;Lê Niệm;8.5;80;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Lê Niệm;5;Không;4;11.38 m;368.88 m;4608;Nhà riêng 
40939911;Cách Huỳnh Tấn Phát chỉ 20m giáp quận 7 full nội thất dọn vào ở ngay;;Huỳnh Tấn Phát;4.1;45;Hồ Chí Minh;Nhà Bè;Nhà riêng tại đường Huỳnh Tấn Phát;2;Có;2;3 m;3 m;4609;Nhà riêng 
40757660;Nhà chính chủ - đường Lê Đình Cẩn - Hẻm 1/ - 2 phòng ngủ - SHR - giá 2 tỷ 2;Tân Tạo;Lê Đình Cẩn;2.2;30;Hồ Chí Minh;Bình Tân;Nhà riêng tại đường Lê Đình Cẩn;2;Có;1;43.12 m;207.89 m;4610;Nhà riêng 
40918331;Bán nhà mặt tiền đường Đỗ Thị Lời, Phường 11, Quận 3. 5x15m - 19 tỷ;11;Đỗ Thị Lời;19.0;53;Hồ Chí Minh;Quận 3;Nhà mặt phố tại đường Đỗ Thị Lời;2;Không;3;5 m;413.17 m;4611;Nhà mặt phố 
41062094;Bán nhà DT: 5mx18m, 4 tầng phường Phú Mỹ, Q7 14.5 tỷ KDC;Phú Mỹ;;14.5;90;Hồ Chí Minh;Quận 7;Nhà riêng tại phường Phú Mỹ;5;Có;4;5 m;15 m;4612;Nhà riêng 
28080320;Chính chủ gửi bán biệt thự Thăng Long Home Hưng Phú, nhà mới đầy đủ nội thất, vô ở ngay, sổ hồng;Tam Phú;Tô Ngọc Vân;24.0;264;Hồ Chí Minh;Thủ Đức;Nhà biệt thự, liền kề tại Thăng Long Home Hưng Phú;5;Có;2;12 m;469.09 m;4613;Nhà biệt thự, liền kề 
40871286;Bán căn Picity High Park, 3PN 2WC, 80m2 tầng trung, nội thất đẹp. Giá chỉ 2tỷ910. Liên hệ ngay;Thạnh Xuân;Thạnh Xuân 13;2.91;80;Hồ Chí Minh;Quận 12;Căn hộ chung cư tại PiCity High Park;3;Có;5;15.45 m;92.76 m;4614;Căn hộ chung cư 
40112370;Giảm 5 tỷ 140tr/m2 - bán đất mặt tiền Bát Nàn 10x23,3m = 233m2 vuông vức, Trương Văn Bang 30m;Thạnh Mỹ Lợi;Bát Nàn;32.6;233;Hồ Chí Minh;Quận 2;Bán đất tại đường Bát Nàn;2;Không;1;10 m;348.12 m;4615;Bán đất 
39258149;Giảm giá bán nhanh căn nhà nằm cạnh ĐH Hutech Ung Văn Khiêm - hẻm trước nhà 4m thông tứ hướng;26;Xô Viết Nghệ Tĩnh;8.5;62;Hồ Chí Minh;Bình Thạnh;Nhà riêng tại đường Xô Viết Nghệ Tĩnh;3;Có;3;4,3 m;4 m;4616;Nhà riêng 
39466635;Bán vị trí đẹp HXH Lê Hồng Phong, khu biệt thự Vườn Lan, chỉ 23.5 tỷ, DT: 5x20m 4 tầng sân thượng;12;Lê Hồng Phong;23.5;121;Hồ Chí Minh;Quận 10;Nhà riêng tại đường Lê Hồng Phong;4;Có;4;5 m;6 m;4617;Nhà riêng 
38287487;Khách sạn mặt tiền Bùi Viện, Phạm Ngũ Lão, Q.1 - Diện tích 8x22m hầm 8 tầng giá 90 tỷ;Phạm Ngũ Lão;Bùi Viện;90.0;160;Hồ Chí Minh;Quận 1;Nhà mặt phố tại đường Bùi Viện;6;Không;4;36.81 m;223.09 m;4618;Nhà mặt phố 
41085024;Bán 2PN Opal Saigon Pearl - 86m2. Nhà đẹp như hình. Tầng cao. View Landmark 81 và sông;22;Nguyễn Hữu Cảnh;8.1;86;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Opal SaiGon Pearl;2;Không;2;17.17 m;167.22 m;4619;Căn hộ chung cư 
38837963;Siêu vị trí mặt tiền Đề Thám, Q.1 - Diện tích lớn khan hiếm 11x32m nhà 4 tầng chỉ 70 tỷ;Cô Giang;Đề Thám;70.0;352;Hồ Chí Minh;Quận 1;Nhà mặt phố tại đường Đề Thám;5;Không;1;28.25 m;124.88 m;4620;Nhà mặt phố 
34515490;Bán gấp căn hộ chung cư Sky Center, Tân Bình 139m2, 3PN. Giá: 6.8 tỷ 0933 033 *** Thái view đẹp;2;Phổ Quang;6.8;139;Hồ Chí Minh;Tân Bình;Căn hộ chung cư tại Sky Center;3;Không;4;44.95 m;454.19 m;4621;Căn hộ chung cư 
41085023;Bán shophouse 2 mặt tiền sông Opera Residence - Thủ Thiêm - Vy Property 0919 061 ***;Thủ Thiêm;Đại Lộ Vòng Cung;150.0;451;Hồ Chí Minh;Quận 2;Shophouse, nhà phố thương mại tại The Opera Residence;6;Có;5;18.22 m;234.84 m;4622;Shophouse, nhà phố thương mại 
37377816;Kẹt tiền bán gấp toà nhà MT Hai Bà Trưng, P.6, Quận 3 DT: 7.4x30m KC: Hầm 9 tầng HĐ 500 tr 159 tỷ;6;Hai Bà Trưng;159.0;207;Hồ Chí Minh;Quận 3;Nhà mặt phố tại phố Hai Bà Trưng;3;Không;9;17.8 m;262.33 m;4623;Nhà mặt phố 
41085019;Bán nhà MT Gò Dầu, 4x20m, 1 lầu, ST, gần Tân Sơn Nhì, 15.8 tỷ;Tân Sơn Nhì;Gò Dầu;15.8;80;Hồ Chí Minh;Tân Phú;Nhà mặt phố tại đường Gò Dầu;4;Có;2;4 m;20 m;4624;Nhà mặt phố 
41084711;Bán nhà hẻm đường Lê Trọng Tấn, Phường Sơn Kỳ quận Tân Phú DT 4x16m đúc 1 trệt 2 lầu bán 4,7 tỷ;Sơn Kỳ;Lê Trọng Tấn;4.7;64;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Lê Trọng Tấn;4;Không;3;42.32 m;3 m;4625;Nhà riêng 
41084695;Bán nhà phố kiểu biệt thự sân vườn - Hẻm xe hơi Quận 3;14;Lê Văn Sỹ;25.0;105;Hồ Chí Minh;Quận 3;Nhà riêng tại đường Lê Văn Sỹ;5;Có;4;7 m;5 m;4626;Nhà riêng 
39578754;Mặt tiền Trường Chinh, P.12, Tân Bình gần ngã tư Bảy Hiền - DT: 10x30m 3tầng CTXD Hầm 8 tầng. 75 tỷ;12;Trường Chinh;75.0;350;Hồ Chí Minh;Tân Bình;Nhà mặt phố tại đường Trường Chinh;4;Không;1;10 m;330.71 m;4627;Nhà mặt phố 
37991469;Building mặt tiền Nguyễn Đình Chiểu, phường Đa Kao, Q.1 - DT: 10x30m kết cấu hầm 8 tầng 140 tỷ;Đa Kao;Nguyễn Đình Chiểu;140.0;300;Hồ Chí Minh;Quận 1;Nhà mặt phố tại đường Nguyễn Đình Chiểu;2;Không;3;4.94 m;38.04 m;4628;Nhà mặt phố 
41084710;Bán nhà Âu Cơ 4.8x12m được 42tr/tháng, giá 8.8 tỷ;13;Âu Cơ;8.8;56;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Âu Cơ;13;Có;4;4,8 m;4 m;4629;Nhà riêng 
41084703;Bán nhà hẻm vip 25/ Cửu Long P. 2 Q. TB, 10m x 15m, nhà 2 tầng, cách sân bay TSN 3 phút đi bộ;2;Cửu Long;28.0;150;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Cửu Long;2;Không;2;10 m;103.8 m;4630;Nhà riêng 
32361653;Cần bán gấp CH chung cư Him Lam Quận 6, 86m2 2PN, full NT giá 3,5 tỷ. 0933 033 *** Thái, sổ, view đẹp;11;Hậu Giang;3.5;86;Hồ Chí Minh;Quận 6;Căn hộ chung cư tại Him Lam Chợ Lớn;2;Có;2;14.7 m;452.51 m;4631;Căn hộ chung cư 
41084445;Biệt thự 5 tầng mặt tiền khu VIP Phan Xích Long Cù Lao;2;Phan Xích Long;64.0;116;Hồ Chí Minh;Phú Nhuận;Nhà riêng tại đường Phan Xích Long;4;Không;5;8 m;446.93 m;4632;Nhà riêng 
40325445;Cần bán đa dạng diện tích, sổ riêng cho xây dựng ngay, 80 - 120m2 - Dự án cũ Diamond City Củ Chi;;;1.3;85;Hồ Chí Minh;Củ Chi;Đất nền dự án tại Diamond City Củ Chi;5;Không;2;45.9 m;155.51 m;4633;Đất nền dự án 
40894286;Building mặt tiền Quang Trung - Gò Vấp (DT 8.5x27m) 1 hầm + 7 tầng. HĐT 260 tr/th. Giá 46 tỷ;14;Quang Trung;46.0;240;Hồ Chí Minh;Gò Vấp;Nhà mặt phố tại đường Quang Trung;3;Có;8;8,5 m;30 m;4634;Nhà mặt phố 
40908774;Bán căn hộ Officetel ở KĐT Phú Mỹ Hưng, giá 1.4 tỷ căn, nội thất cơ bản, nhà đã hoàn thiện Lavida;Tân Phong;Nguyễn Văn Linh;1.4;28;Hồ Chí Minh;Quận 7;Căn hộ chung cư tại Lavida Plus;8;Không;1;47.04 m;282.8 m;4635;Căn hộ chung cư 
40961051;Nhà 3 tầng ngay vòng xoay Phú Hữu - đường xe hơi - giáp Quận 2 - giá nhỉnh 5 tỷ;Phú Hữu;827;5.2;53;Hồ Chí Minh;Quận 9;Nhà riêng tại đường 827;3;Có;3;5 m;8 m;4636;Nhà riêng 
39516707;Bán khách sạn hẻm 766 Sư Vạn Hạnh, P12, Q10. DT: 3,6 x 17m nhà trệt lửng 3 lầu ST - 18.5 tỷ;12;Sư Vạn Hạnh;18.5;60;Hồ Chí Minh;Quận 10;Nhà riêng tại đường Sư Vạn Hạnh;11;Không;4;3,6 m;10 m;4637;Nhà riêng 
39521050;Bán nhà MT Vườn Lài, 4.2x16, 2 lầu, 4PN, vị trí KD sầm uất, 11.8 tỷ;Phú Thọ Hòa;Vườn Lài;11.8;68;Hồ Chí Minh;Tân Phú;Nhà mặt phố tại đường Vườn Lài;4;Có;3;4,2 m;20 m;4638;Nhà mặt phố 
41084790;Giảm 1.3 tỷ - mặt tiền đường Lê Hồng Phong, Quận 5, 5 tầng kinh doanh đỉnh, nhỉnh 14 tỷ TL;1;Lê Hồng Phong;14.8;40;Hồ Chí Minh;Quận 5;Nhà mặt phố tại đường Lê Hồng Phong;5;Có;5;3,8 m;30 m;4639;Nhà mặt phố 
41084802;Bán nhà bề ngang 6m - đường Số 3 - P. 9 - Gò Vấp - 70m2 - 3T - giá 6.4 tỷ TL;9;3;6.4;70;Hồ Chí Minh;Gò Vấp;Nhà riêng tại đường 3;3;Không;3;6 m;6 m;4640;Nhà riêng 
41084793;Bán nhà mặt tiền Nguyễn Trãi Phường 3 Quận 5. (5mx22m) 5 tầng giá chỉ hơn 57 tỷ;3;Nguyễn Trãi;57.9;110;Hồ Chí Minh;Quận 5;Nhà mặt phố tại đường Nguyễn Trãi;6;Không;4;5 m;20 m;4641;Nhà mặt phố 
40873184;Bán nhà Vườn Lài, 8x22m, 1 hầm, 5 lầu, đường rộng 12m, 32 tỷ;Phú Thọ Hòa;Vườn Lài;32.0;176;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Vườn Lài;9;Có;6;8 m;12 m;4642;Nhà riêng 
41084889;Nhà cấp 4 hẻm nội bộ sát mặt tiền Hoàng Hoa Thám 5,35x24m DTCN 115,5m2 giá 11,5 tỷ;6;Hoàng Hoa Thám;11.5;115;Hồ Chí Minh;Bình Thạnh;Nhà riêng tại đường Hoàng Hoa Thám;3;Không;1;7.15 m;366.24 m;4643;Nhà riêng 
41085112;Sốc-bán nhà Nam Kì Khởi Nghĩa-Q3-6,1x18m, XD 6 tầng-HĐT khai thác 150tr/th, giá chỉ 15 tỷ chốt liền;5;Nam Kỳ Khởi Nghĩa;15.0;105;Hồ Chí Minh;Quận 3;Nhà mặt phố tại đường Nam Kỳ Khởi Nghĩa;6;Có;6;37.41 m;109.26 m;4644;Nhà mặt phố 
40728301;Cực hiếm ở HBC. Giảm còn 2,95 tỷ. Nhà 1T1L, 43m2(4,111).Sổ hồng hoàn công, không QH, k ngập.;Hiệp Bình Chánh;;3.15;43;Hồ Chí Minh;Thủ Đức;Nhà riêng tại phường Hiệp Bình Chánh;2;Không;2;4,1 m;97.91 m;4645;Nhà riêng 
39899737;Chính chủ cần tiền bán nhanh căn hộ hoa khôi 79m2 3PN 2WC giá 2,280 tỷ. LH: 0888 333 ***;7;Trịnh Quang Nghị;2.28;79;Hồ Chí Minh;Quận 8;Căn hộ chung cư tại Dream Home Palace;3;Có;1;42.93 m;81.78 m;4646;Căn hộ chung cư 
41080478;Chủ bán căn góc 69m2 3PN 2WC Topaz Home Phan Văn Hớn P. Tân Thới Nhất Q12. Liên hệ ngay 0908 517 ***;Tân Thới Nhất;Phan Văn Hớn;1.75;69;Hồ Chí Minh;Quận 12;Căn hộ chung cư tại Topaz Home;3;Có;4;45.0 m;379.77 m;4647;Căn hộ chung cư 
40898862;Bán CHDV Vườn Lài, 4x28m, 4 lầu, 12P, TN: 50tr/th, 13,5 tỷ;Phú Thọ Hòa;Vườn Lài;13.5;115;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Vườn Lài;12;Có;5;20.9 m;66.15 m;4648;Nhà riêng 
36851418;Bán căn hộ Moonlight Boulevard 1PN full nội thất giá 2 tỷ 150 triệu nhận nhà ở ngay. LH: 0933 654 ***;An Lạc A;Kinh Dương Vương;2.15;53;Hồ Chí Minh;Bình Tân;Căn hộ chung cư tại Moonlight Boulevard;1;Có;5;51.22 m;321.93 m;4649;Căn hộ chung cư 
41084854;Sol Villas Phố 6x22m, nhà hoàn thiện đẹp bán gấp giá tốt 14,8 tỷ;Cát Lái;Nguyễn Thị Định;14.8;132;Hồ Chí Minh;Quận 2;Nhà biệt thự, liền kề tại Khu biệt thự Sol Villas;4;Có;3;6 m;34.05 m;4650;Nhà biệt thự, liền kề 
41084827;Bán nhà mặt tiền Đường Tăng Nhơn Phú, đang cho thuê 45tr/1 tháng, vị trí đắt địa, gần Đỗ Xuân Hợp;Phước Long B;Tăng Nhơn Phú;20.5;170;Hồ Chí Minh;Thủ Đức;Nhà mặt phố tại đường Tăng Nhơn Phú;6;Không;3;5 m;8 m;4651;Nhà mặt phố 
41084760;Hiếm! Lô góc 2MT, 100m2, 4 tầng thiết kế, KDC Kim Sơn, Quận 7, kề bên ĐH Tôn Đức Thắng. Chỉ 15 tỷ;Tân Phong;;15.0;100;Hồ Chí Minh;Quận 7;Nhà mặt phố tại Khu dân cư Kim Sơn;4;Không;3;5 m;12 m;4652;Nhà mặt phố 
41084869;Bán nhà quận 12, mặt tiền Trung Mỹ Tây 9, Cấp 4, 4x22m SHR, giá 3,97 tỷ;Trung Mỹ Tây;Trung Mỹ Tây 9;3.97;88;Hồ Chí Minh;Quận 12;Nhà mặt phố tại đường Trung Mỹ Tây 9;2;Có;1;7 m;7 m;4653;Nhà mặt phố 
41081317;Bán Penthouse Masteri Thảo Điền với view & thiết kế đẹp nhất dự án. Giá 28tỉ;Thảo Điền;Xa Lộ Hà Nội;28.0;210;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Masteri Thảo Điền;3;Có;5;5.16 m;33.69 m;4654;Căn hộ chung cư 
39341552;West Gate - 85m2 (3PN-2WC) giá 3 tỷ 042, view hồ bơi, nhận nhà ở liền. Hỗ trợ vay 65%;;Tân Túc;3.2;85;Hồ Chí Minh;Bình Chánh;Căn hộ chung cư tại Westgate;3;Có;1;12.62 m;246.82 m;4655;Căn hộ chung cư 
40623609;Chuyển nhượng căn 59m2 view hồ bơi giá 2 tỷ 150, View thành phố 2 tỷ 090 full thuế phí rồi ạ;;Tân Túc;2.15;59;Hồ Chí Minh;Bình Chánh;Căn hộ chung cư tại Westgate;2;Có;2;21.37 m;300.43 m;4656;Căn hộ chung cư 
40689144;Cần bán căn hộ 3PN 2WC 90.7m2 full nội thất dự án Safira Khang Điền - giá chỉ 4.390 tỷ bao thuế phí;Phú Hữu;Võ Chí Công;4.39;90;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại Safira Khang Điền;3;Có;1;32.86 m;192.66 m;4657;Căn hộ chung cư 
40147863;Bán nhà hẻm 19 Nguyễn Cửu Đàm, 4x20m, 3 lầu, 5pn, 11,5 tỷ;Tân Sơn Nhì;Nguyễn Cửu Đàm;11.5;80;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Nguyễn Cửu Đàm;5;Có;4;4 m;16 m;4658;Nhà riêng 
40358933;Chung cư Urban Green 2PN 2WC dưới 5 tỷ, view sông Sài Gòn;Hiệp Bình Phước;Số 6;4.2;65;Hồ Chí Minh;Thủ Đức;Căn hộ chung cư tại Urban Green;2;Có;2;15.79 m;524.1 m;4659;Căn hộ chung cư 
